cycle,o_word
1872,-2.375
1873,0
1874,0
1875,0
1876,7.9375
1877,-8
1878,0.0625
1879,0
1880,0.0625
1881,0
1882,-0.0625
1883,0
1884,-0.6875
1885,-0.5
1886,-0.375
1887,-0.25
1888,-0.0625
1889,0
1890,0
1891,0
1892,7.9375
1893,-8
1894,0.0625
1895,0
1896,0.0625
1897,0
1898,-0.0625
1899,0
1900,1.625
1901,1.8125
1902,1.9375
1903,2.0625
1904,2.25
1905,0
1906,0
1907,0
1908,7.9375
1909,-8
1910,0.0625
1911,0
1912,0.0625
1913,0
1914,-0.0625
1915,0
1916,3.9375
1917,4.125
1918,4.25
1919,4.375
1920,4.5625
1921,0
1922,0
1923,0
1924,7.9375
1925,-8
1926,0.0625
1927,0
1928,0.0625
1929,0
1930,-0.0625
1931,0
1932,6.25
1933,6.4375
1934,6.5625
1935,6.6875
1936,6.875
1937,0
1938,0
1939,0
1940,7.9375
1941,-8
1942,0.0625
1943,0
1944,0.0625
1945,0
1946,-0.0625
1947,0
1948,-7.4375
1949,-7.25
1950,-7.125
1951,-7
1952,-6.8125
1953,0
1954,0
1955,0
1956,7.9375
1957,-8
1958,0.0625
1959,0
1960,0.0625
1961,0
1962,-0.0625
1963,0
1964,-5.125
1965,-4.9375
1966,-4.8125
1967,-4.6875
1968,-4.5
1969,0
1970,0
1971,0
1972,7.9375
1973,-8
1974,0.0625
1975,0
1976,0.0625
1977,0
1978,-0.0625
1979,0
1980,-2.8125
1981,-2.625
1982,-2.5
1983,-2.375
1984,-2.1875
1985,0
1986,0
1987,0
1988,7.9375
1989,-8
1990,0.0625
1991,0
1992,0.0625
1993,0
1994,-0.0625
1995,0
1996,-0.5
1997,-0.3125
1998,-0.1875
1999,-0.0625
2000,0.125
2001,0
2002,0
2003,0
2004,7.9375
2005,-8
2006,0.0625
2007,0
2008,0.0625
2009,0
2010,-0.0625
2011,0
2012,1.8125
2013,2
2014,2.125
2015,2.25
2016,2.4375
2017,0
2018,0
2019,0
2020,7.9375
2021,-8
2022,0.0625
2023,0
2024,0.0625
2025,0
2026,-0.0625
2027,0
2028,4.125
2029,4.3125
2030,4.4375
2031,4.5625
2032,4.75
2033,0
2034,0
2035,0
2036,7.9375
2037,-8
2038,0.0625
2039,0
2040,0.0625
2041,0
2042,-0.0625
2043,0
2044,6.4375
2045,6.625
2046,6.75
2047,6.875
2048,7.0625
2049,0
2050,0
2051,0
2052,7.9375
2053,-8
2054,0.0625
2055,0
2056,0.0625
2057,0
2058,-0.0625
2059,0
2060,-7.25
2061,-7.0625
2062,-6.9375
2063,-6.8125
2064,-6.625
2065,0
2066,0
2067,0
2068,7.9375
2069,-8
2070,0.0625
2071,0
2072,0.0625
2073,0
2074,-0.0625
2075,0
2076,-4.9375
2077,-4.75
2078,-4.625
2079,-4.5
2080,-4.3125
2081,0
2082,0
2083,0
2084,7.9375
2085,-8
2086,0.0625
2087,0
2088,0.0625
2089,0
2090,-0.0625
2091,0
2092,-2.625
2093,-2.4375
2094,-2.3125
2095,-2.1875
2096,-2
2097,0
2098,0
2099,0
2100,7.9375
2101,-8
2102,0.0625
2103,0
2104,0.0625
2105,0
2106,-0.0625
2107,0
2108,-0.3125
2109,-0.125
2110,0
2111,0.125
2112,0.3125
2113,0
2114,0
2115,0
2116,7.9375
2117,-8
2118,0.0625
2119,0
2120,0.0625
2121,0
2122,-0.0625
2123,0
2124,2
2125,2.1875
2126,2.3125
2127,2.4375
2128,2.625
2129,0
2130,0
2131,0
2132,7.9375
2133,-8
2134,0.0625
2135,0
2136,0.0625
2137,0
2138,-0.0625
2139,0
2140,4.3125
2141,4.5
2142,4.625
2143,4.75
2144,4.9375
2145,0
2146,0
2147,0
2148,7.9375
2149,-8
2150,0.0625
2151,0
2152,0.0625
2153,0
2154,-0.0625
2155,0
2156,6.625
2157,6.8125
2158,6.9375
2159,7.0625
2160,7.25
2161,0
2162,0
2163,0
2164,7.9375
2165,-8
2166,0.0625
2167,0
2168,0.0625
2169,0
2170,-0.0625
2171,0
2172,-7.0625
2173,-6.875
2174,-6.75
2175,-6.625
2176,-6.4375
2177,0
2178,0
2179,0
2180,7.9375
2181,-8
2182,0.0625
2183,0
2184,0.0625
2185,0
2186,-0.0625
2187,0
2188,-4.75
2189,-4.5625
2190,-4.4375
2191,-4.3125
2192,-4.125
2193,0
2194,0
2195,0
2196,7.9375
2197,-8
2198,0.0625
2199,0
2200,0.0625
2201,0
2202,-0.0625
2203,0
