0 0 0 0 0x3fffcda 0x0
0 0 0 1 0x40002d2 0x0
0 0 0 2 0x3fffefd 0x0
0 0 0 3 0x40006f7 0x0
0 0 0 4 0x3ffff31 0x0
0 0 0 5 0x3fffcf3 0x0
0 0 0 6 0x4000209 0x0
0 0 0 7 0x3fffdcd 0x0
0 0 0 8 0x4000601 0x0
0 0 0 9 0x4000220 0x0
0 0 0 10 0x40001f6 0x0
0 0 0 11 0x40008be 0x0
0 0 0 12 0x3fff8f5 0x0
0 0 0 13 0x40004cf 0x0
0 0 0 14 0x4000542 0x0
0 0 0 15 0x40004d4 0x0
0 0 1 0 0x40002d2 0x0
0 0 1 1 0x3fff8f2 0x0
0 0 1 2 0x3ffff0a 0x0
0 0 1 3 0x4000362 0x0
0 0 1 4 0x40002f3 0x0
0 0 1 5 0x4000072 0x0
0 0 1 6 0x4000231 0x0
0 0 1 7 0x3fffbc8 0x0
0 0 1 8 0x3ffff18 0x0
0 0 1 9 0x3fffb1a 0x0
0 0 1 10 0x3ffff5c 0x0
0 0 1 11 0x3fffa4c 0x0
0 0 1 12 0x4000542 0x0
0 0 1 13 0x3fffbe7 0x0
0 0 1 14 0x3fffea2 0x0
0 0 1 15 0x3ffff18 0x0
0 0 2 0 0x3fffefd 0x0
0 0 2 1 0x3ffff0a 0x0
0 0 2 2 0x3fff7e2 0x0
0 0 2 3 0x3ffffa1 0x0
0 0 2 4 0x400004e 0x0
0 0 2 5 0x3fffd34 0x0
0 0 2 6 0x3fffc79 0x0
0 0 2 7 0x40008d1 0x0
0 0 2 8 0x4000174 0x0
0 0 2 9 0x40001c3 0x0
0 0 2 10 0x4000601 0x0
0 0 2 11 0x40000ff 0x0
0 0 2 12 0x40005f2 0x0
0 0 2 13 0x4000421 0x0
0 0 2 14 0x4000398 0x0
0 0 2 15 0x3fff9bd 0x0
0 0 3 0 0x40006f7 0x0
0 0 3 1 0x4000362 0x0
0 0 3 2 0x3ffffa1 0x0
0 0 3 3 0x400058a 0x0
0 0 3 4 0x3fffff8 0x0
0 0 3 5 0x40002e6 0x0
0 0 3 6 0x400037f 0x0
0 0 3 7 0x40006ff 0x0
0 0 3 8 0x40003ba 0x0
0 0 3 9 0x3fffca7 0x0
0 0 3 10 0x3fff69a 0x0
0 0 3 11 0x4000197 0x0
0 0 3 12 0x40000a4 0x0
0 0 3 13 0x3ffffad 0x0
0 0 3 14 0x400011f 0x0
0 0 3 15 0x40007db 0x0
0 0 4 0 0x3ffff31 0x0
0 0 4 1 0x40002f3 0x0
0 0 4 2 0x400004e 0x0
0 0 4 3 0x3fffff8 0x0
0 0 4 4 0x3fff41c 0x0
