0 0 0 0 4000000 0000000
0 0 0 1 4000000 0000000
0 0 0 2 4000000 0000000
0 0 0 3 4000000 0000000
0 0 0 4 4000000 0000000
0 0 0 5 4000000 0000000
0 0 0 6 4000000 0000000
0 0 0 7 4000000 0000000
0 0 0 8 4000000 0000000
0 0 0 9 4000000 0000000
0 0 0 10 4000000 0000000
0 0 0 11 4000000 0000000
0 0 0 12 4000000 0000000
0 0 0 13 4000000 0000000
0 0 0 14 4000000 0000000
0 0 0 15 4000000 0000000
0 0 1 0 4000000 0000000
0 0 1 1 4000000 0000000
0 0 1 2 4000000 0000000
0 0 1 3 4000000 0000000
0 0 1 4 4000000 0000000
0 0 1 5 4000000 0000000
0 0 1 6 4000000 0000000
0 0 1 7 4000000 0000000
0 0 1 8 4000000 0000000
0 0 1 9 4000000 0000000
0 0 1 10 4000000 0000000
0 0 1 11 4000000 0000000
0 0 1 12 4000000 0000000
0 0 1 13 4000000 0000000
0 0 1 14 4000000 0000000
0 0 1 15 4000000 0000000
0 0 2 0 4000000 0000000
0 0 2 1 4000000 0000000
0 0 2 2 4000000 0000000
0 0 2 3 4000000 0000000
0 0 2 4 4000000 0000000
0 0 2 5 4000000 0000000
0 0 2 6 4000000 0000000
0 0 2 7 4000000 0000000
0 0 2 8 4000000 0000000
0 0 2 9 4000000 0000000
0 0 2 10 4000000 0000000
0 0 2 11 4000000 0000000
0 0 2 12 4000000 0000000
0 0 2 13 4000000 0000000
0 0 2 14 4000000 0000000
0 0 2 15 4000000 0000000
0 0 3 0 4000000 0000000
0 0 3 1 4000000 0000000
0 0 3 2 4000000 0000000
0 0 3 3 4000000 0000000
0 0 3 4 4000000 0000000
0 0 3 5 4000000 0000000
0 0 3 6 4000000 0000000
0 0 3 7 4000000 0000000
0 0 3 8 4000000 0000000
0 0 3 9 4000000 0000000
0 0 3 10 4000000 0000000
0 0 3 11 4000000 0000000
0 0 3 12 4000000 0000000
0 0 3 13 4000000 0000000
0 0 3 14 4000000 0000000
0 0 3 15 4000000 0000000
0 0 4 0 4000000 0000000
0 0 4 1 4000000 0000000
0 0 4 2 4000000 0000000
0 0 4 3 4000000 0000000
0 0 4 4 4000000 0000000
0 0 4 5 4000000 0000000
0 0 4 6 4000000 0000000
0 0 4 7 4000000 0000000
0 0 4 8 4000000 0000000
0 0 4 9 4000000 0000000
0 0 4 10 4000000 0000000
0 0 4 11 4000000 0000000
0 0 4 12 4000000 0000000
0 0 4 13 4000000 0000000
0 0 4 14 4000000 0000000
0 0 4 15 4000000 0000000
0 0 5 0 4000000 0000000
0 0 5 1 4000000 0000000
0 0 5 2 4000000 0000000
0 0 5 3 4000000 0000000
0 0 5 4 4000000 0000000
0 0 5 5 4000000 0000000
0 0 5 6 4000000 0000000
0 0 5 7 4000000 0000000
0 0 5 8 4000000 0000000
0 0 5 9 4000000 0000000
0 0 5 10 4000000 0000000
0 0 5 11 4000000 0000000
0 0 5 12 4000000 0000000
0 0 5 13 4000000 0000000
0 0 5 14 4000000 0000000
0 0 5 15 4000000 0000000
0 0 6 0 4000000 0000000
0 0 6 1 4000000 0000000
0 0 6 2 4000000 0000000
0 0 6 3 4000000 0000000
0 0 6 4 4000000 0000000
0 0 6 5 4000000 0000000
0 0 6 6 4000000 0000000
0 0 6 7 4000000 0000000
0 0 6 8 4000000 0000000
0 0 6 9 4000000 0000000
0 0 6 10 4000000 0000000
0 0 6 11 4000000 0000000
0 0 6 12 4000000 0000000
0 0 6 13 4000000 0000000
0 0 6 14 4000000 0000000
0 0 6 15 4000000 0000000
