cycle,o_word
2943,1.546875
2944,1.984375
2945,0
2946,0.015625
2947,-0.015625
2948,1.984375
2949,-2
2950,0
2951,-0.015625
2952,0.015625
2953,0
2954,-0.015625
2955,0.015625
2956,-2
2957,-2
2958,-2
2959,-2
2960,-2
2961,0
2962,0.015625
2963,-0.015625
2964,1.984375
2965,-2
2966,0
2967,-0.015625
2968,0.015625
2969,0
2970,-0.015625
2971,0.015625
2972,1.984375
2973,1.984375
2974,1.984375
2975,1.984375
2976,1.984375
2977,0
2978,0.015625
2979,-0.015625
2980,1.984375
2981,-2
2982,0
2983,-0.015625
2984,0.015625
2985,0
2986,-0.015625
2987,0.015625
2988,-2
2989,-2
2990,-2
2991,-2
2992,-2
2993,0
2994,0.015625
2995,-0.015625
2996,1.984375
2997,-2
2998,0
2999,-0.015625
3000,0.015625
3001,0
3002,-0.015625
3003,0.015625
3004,1.984375
3005,1.984375
3006,1.984375
3007,1.984375
3008,1.984375
3009,0
3010,0.015625
3011,-0.015625
3012,1.984375
3013,-2
3014,0
3015,-0.015625
3016,0.015625
3017,0
3018,-0.015625
3019,0.015625
3020,-1.9375
3021,-1.359375
3022,-0.78125
3023,-0.203125
3024,0.375
3025,0
3026,0.015625
3027,-0.015625
3028,1.984375
3029,-2
3030,0
3031,-0.015625
3032,0.015625
3033,0
3034,-0.015625
3035,0.015625
3036,1.984375
3037,1.984375
3038,-2
3039,-2
3040,-2
3041,0
3042,0.015625
3043,-0.015625
3044,1.984375
3045,-2
3046,0
3047,-0.015625
3048,0.015625
3049,0
3050,-0.015625
3051,0.015625
3052,0.5625
3053,1.140625
3054,1.71875
3055,1.984375
3056,1.984375
3057,0
3058,0.015625
3059,-0.015625
3060,1.984375
3061,-2
3062,0
3063,-0.015625
3064,0.015625
3065,0
3066,-0.015625
3067,0.015625
3068,-2
3069,-2
3070,-2
3071,-2
3072,-2
3073,0
3074,0.015625
3075,-0.015625
3076,1.984375
3077,-2
3078,0
3079,-0.015625
3080,0.015625
3081,0
3082,-0.015625
3083,0.015625
3084,1.984375
3085,1.984375
3086,1.984375
3087,1.984375
3088,1.984375
3089,0
3090,0.015625
3091,-0.015625
3092,1.984375
3093,-2
3094,0
